director_name,ceremony,year,category,outcome,original_language
Joyce A. Nashawati,Sitges - Catalonian International Film Festival,2015,New Visions Award,Nominated,fr
Joyce A. Nashawati,Thessaloniki Film Festival,2015,FIPRESCI Prize,Won,fr
Khan Lee,Macau International Movie Festival,2015,Golden Lotus Awards,Nominated,zh
Thodoris Atheridis,Hellenic Film Academy Awards,2015,Hellenic Film Academy Award,Nominated,el
Thodoris Atheridis,London Greek Film Festival,2015,Festival Prize,Won,el
C.J. Lazaretti,St. Tropez International Film Festival,2015,Festival Prize,Nominated,en
Sylvie Rokab,California Film Awards,2015,Silver Award,Won,en
Sylvie Rokab,Richmond International Film Festival,2015,Individual Merit Award,Won,en
Cรกssio Pereira dos Santos,Hamburg International Short Film Festival,2015,Children's Film Award,Nominated,pt
Cรกssio Pereira dos Santos,"New York International Children's Film Festival, US",2015,Special Jury Award,Won,pt
Cรกssio Pereira dos Santos,Rhode Island International Film Festival,2015,Grand Prize,Nominated,pt
Cรกssio Pereira dos Santos,Rochester International Film Festival,2015,Certificate of Merit,Won,pt
Cรกssio Pereira dos Santos,Virginia Film Festival,2015,Audience Award,Nominated,pt
Cรกssio Pereira dos Santos,Whistler Film Festival,2015,International ShortWork Award,Nominated,pt
Mathieu Vadepied,Cannes Film Festival,2015,Golden Camera,Nominated,fr
Clรฉment Cogitore,Cannes Film Festival,2015,Gan Foundation Support for Distribution,Won,en
Clรฉment Cogitore,Cannes Film Festival,2015,Critics Week Grand Prize,Nominated,en
Clรฉment Cogitore,Cannes Film Festival,2015,Golden Camera,Nominated,en
Clรฉment Cogitore,Cannes Film Festival,2015,Queer Palm,Nominated,en
Cรฉsar Augusto Acevedo,AFI Fest,2015,Audience Award,Nominated,es
Cรฉsar Augusto Acevedo,Cannes Film Festival,2015,Golden Camera,Won,es
Cรฉsar Augusto Acevedo,Cannes Film Festival,2015,France 4 Visionary Award,Won,es
Cรฉsar Augusto Acevedo,Cannes Film Festival,2015,SACD Award,Won,es
Cรฉsar Augusto Acevedo,Cannes Film Festival,2015,Grand Golden Rail,Won,es
Cรฉsar Augusto Acevedo,Cannes Film Festival,2015,Critics Week Grand Prize,Nominated,es
Cรฉsar Augusto Acevedo,Jerusalem Film Festival,2015,FIPRESCI Prize,Nominated,es
Cรฉsar Augusto Acevedo,Mumbai Film Festival,2015,International Competition - Special Jury Mention,Won,es
Cรฉsar Augusto Acevedo,Mumbai Film Festival,2015,International Competition,Nominated,es
Cรฉsar Augusto Acevedo,Munich Film Festival,2015,CineVision Award,Nominated,es
Cรฉsar Augusto Acevedo,San Sebastiรกn International Film Festival,2015,C.I.C.A.E. Award,Won,es
Cรฉsar Augusto Acevedo,San Sebastiรกn International Film Festival,2015,Horizons Award,Nominated,es
Cรฉsar Augusto Acevedo,Sรฃo Paulo International Film Festival,2015,International Jury Award,Nominated,es
Cรฉsar Augusto Acevedo,Thessaloniki Film Festival,2015,Silver Alexander,Won,es
Cรฉsar Augusto Acevedo,Thessaloniki Film Festival,2015,Human Values Award,Won,es
Cรฉsar Augusto Acevedo,Thessaloniki Film Festival,2015,Audience Award,Won,es
Cรฉsar Augusto Acevedo,Thessaloniki Film Festival,2015,Golden Alexander,Nominated,es
Michael Cavanagh,CPH:DOX,2015,Nordic Dox Award,Nominated,sv
Joyce Wu,CAAMFest,2015,Jury Award,Nominated,en
Lance Kinsey,Nashville Film Festival,2015,Grand Jury Prize,Nominated,en
Benjamin Turnbull,"Global Visions Festival, CA",2015,Jury Award,Won,en
Deniz Gamze Ergรผven,AFI Fest,2015,Audience Award,Won,en
Deniz Gamze Ergรผven,Awards Circuit Community Awards,2015,ACCA,2nd place,en
Deniz Gamze Ergรผven,Cannes Film Festival,2015,Label Europa Cinemas,Won,en
Deniz Gamze Ergรผven,Cannes Film Festival,2015,Golden Camera,Nominated,en
Deniz Gamze Ergรผven,Cannes Film Festival,2015,Queer Palm,Nominated,en
Deniz Gamze Ergรผven,Chicago International Film Festival,2015,Audience Choice Award,Won,en
Deniz Gamze Ergรผven,European Film Awards,2015,European Discovery of the Year,Won,en
Deniz Gamze Ergรผven,European Film Awards,2015,European Film Award,Nominated,en
Deniz Gamze Ergรผven,Hamburg Film Festival,2015,Art Cinema Award,Won,en
Deniz Gamze Ergรผven,Hong Kong Asian Film Festival,2015,New Talent Award,Nominated,en
Deniz Gamze Ergรผven,Indiewire Critics' Poll,2015,ICP Award,Nominated,en
Deniz Gamze Ergรผven,International Film Festival of India,2015,Golden Peacock,Nominated,en
Deniz Gamze Ergรผven,Jameson CineFest - Miskolc International Film Festival,2015,Emeric Pressburger Prize,Won,en
Deniz Gamze Ergรผven,Melbourne International Film Festival,2015,People's Choice Award,Nominated,en
Deniz Gamze Ergรผven,Odessa International Film Festival,2015,Golden Duke,Won,en
Deniz Gamze Ergรผven,Odessa International Film Festival,2015,Golden Duke,Nominated,en
Deniz Gamze Ergรผven,Philadelphia Film Festival,2015,Archie Award,Won,en
Deniz Gamze Ergรผven,Philadelphia Film Festival,2015,Narrative Award,Nominated,en
Deniz Gamze Ergรผven,Prix Louis Delluc,2015,Prix Louis Delluc,Nominated,en
Deniz Gamze Ergรผven,Sakhalin International Film Festival,2015,Grand Prix,Won,en
Deniz Gamze Ergรผven,Sarajevo Film Festival,2015,Heart of Sarajevo,Won,en
Deniz Gamze Ergรผven,Seville European Film Festival,2015,Audience Award,Won,en
Deniz Gamze Ergรผven,Stockholm Film Festival,2015,Best Screenplay,Won,en
Deniz Gamze Ergรผven,Stockholm Film Festival,2015,Audience Award,Won,en
Deniz Gamze Ergรผven,Stockholm Film Festival,2015,Bronze Horse,Nominated,en
Deniz Gamze Ergรผven,Thessaloniki Film Festival,2015,Audience Award,Won,en
Deniz Gamze Ergรผven,Valladolid International Film Festival,2015,Silver Spike,Won,en
Deniz Gamze Ergรผven,Valladolid International Film Festival,2015,Pilar Mirรณ Award,Won,en
Deniz Gamze Ergรผven,Valladolid International Film Festival,2015,Audience Award,Won,en
Deniz Gamze Ergรผven,Valladolid International Film Festival,2015,FIPRESCI Prize,Won,en
Deniz Gamze Ergรผven,Valladolid International Film Festival,2015,Youth Jury Award,Won,en
Deniz Gamze Ergรผven,Women Film Critics Circle Awards,2015,WFCC Award,Nominated,en
Thomas Bidegain,Cannes Film Festival,2015,Golden Camera,Nominated,fr
Thomas Bidegain,"Cรฉsar Awards, France",2015,Cรฉsar,Nominated,fr
Thomas Bidegain,Deauville Film Festival,2015,Michel d'Ornano Award,Won,fr
Thomas Bidegain,Deauville Film Festival,2015,Prix d'Ornano-Valenti,Won,fr
Thomas Bidegain,Ghent International Film Festival,2015,Grand Prix,Nominated,fr
Thomas Bidegain,"Lumiere Awards, France",2015,Lumiere Award,Nominated,fr
Nathan Hughes-Berry,Aesthetica Short Film Festival,2015,Festival Prize,Nominated,en
Nathan Hughes-Berry,Amsterdam Fantastic Film Festival,2015,Grand Prize of European Fantasy Short Film in Silver,Nominated,en
Nathan Hughes-Berry,"British Horror Film Festival, UK",2015,Haunted Award,Nominated,en
Nathan Hughes-Berry,Brno International Noncommercial Film and Video Festival,2015,Honorable Mention,Won,en
Nathan Hughes-Berry,Brno International Noncommercial Film and Video Festival,2015,Grand Prize,Nominated,en
Nathan Hughes-Berry,"Colchester Film Festival, UK",2015,Best Short Film,Nominated,en
Nathan Hughes-Berry,Dresden Film Festival,2015,Best Short Film,Nominated,en
Nathan Hughes-Berry,Fantasporto,2015,International Fantasy Film Award,Nominated,en
Nathan Hughes-Berry,Fantastic Cinema Festival,2015,Grand Jury Award,Won,en
Nathan Hughes-Berry,Kaohsiung Film Festival,2015,Festival Prize,Nominated,en
Nathan Hughes-Berry,NSI Online Short Film Festival,2015,A&E Short Filmmakers Award,Nominated,en
Nathan Hughes-Berry,Puchon International Fantastic Film Festival,2015,Grand Prize for Short Film,Nominated,en
Nathan Hughes-Berry,Sacramento Horror Film Festival,2015,Festival Award,Nominated,en
Nathan Hughes-Berry,"The Smalls Festival, UK",2015,Best Drama,Won,en
Jay Baruchel,Behind the Voice Actors Awards,2015,BTVA Special/DVD Voice Acting Award,Nominated,en
Jay Baruchel,Behind the Voice Actors Awards,2015,BTVA Feature Film Voice Acting Award,Nominated,en
Ross Sutherland,Austin Fantastic Fest,2015,Audience Award,3rd place,en
Ross Sutherland,"East End Film Festival, UK",2015,Best Documentary,Nominated,en
Ross Sutherland,Edinburgh International Film Festival,2015,Best Documentary Feature Film,Nominated,en
Carlos Stevens,Raindance Film Festival,2015,Jury Prize,Nominated,en
Carlos Stevens,SIGGRAPH,2015,Computer Animation Festival Award,Nominated,en
Carlos Stevens,Woodstock Film Festival,2015,Best Animation,Nominated,en
Sophie Bruneau,Nuremberg International Human Rights Film Festival,2015,Nuremberg International Human Rights Film Award,Nominated,en
Yared Zeleke,Adelaide Film Festival,2015,Foxtel Movies International Award,Nominated,am
Yared Zeleke,Cannes Film Festival,2015,Un Certain Regard Award,Nominated,am
Yared Zeleke,Cannes Film Festival,2015,Golden Camera,Nominated,am
Yared Zeleke,Denver International Film Festival,2015,Special Jury Prize,Won,am
Yared Zeleke,Denver International Film Festival,2015,Krzysztof Kieslowski Award,Nominated,am
Yared Zeleke,London Film Festival,2015,Sutherland Award,Nominated,am
Tara Fitzgerald,Online Film & Television Association,2015,OFTA Television Award,Nominated,en
Matthew Berkowitz,"Action on Film International Film Festival, USA",2015,Action on Film Award,Won,en
Matthew Berkowitz,"Action on Film International Film Festival, USA",2015,Action on Film Award,2nd place,en
Matthew Berkowitz,"Madrid International Film Festival, ES",2015,Festival Award,Won,en
Matthew Berkowitz,"Madrid International Film Festival, ES",2015,Festival Award,Nominated,en
Matthew Berkowitz,St. Tropez International Film Festival,2015,Festival Prize,Won,en
Matthew Berkowitz,St. Tropez International Film Festival,2015,Festival Prize,Nominated,en
Margarida Leitรฃo,Coimbra Caminhos do Cinema Portuguรชs,2015,Film Award,Won,pt
Margarida Leitรฃo,IndieLisboa International Independent Film Festival,2015,National Competition,Nominated,pt
Margarida Leitรฃo,Torino Film Festival,2015,Special Jury Prize,Won,pt
Margarida Leitรฃo,Torino Film Festival,2015,Prize of the City of Torino,Nominated,pt
Francisco Orvaรฑanos,Sarasota Film Festival,2015,Independent Visions Award,Nominated,en
James Kaelan,Sarasota Film Festival,2015,Independent Visions Award,Nominated,en
Neal Broffman,Atlanta Film Festival,2015,Audience Award,Won,en
Neal Broffman,Brooklyn Film Festival,2015,Audience Award,Won,en
Neal Broffman,Brooklyn Film Festival,2015,Festival Award,Nominated,en
Neal Broffman,Brooklyn International Film Festival,2015,Audience Award,Won,en
Neal Broffman,Denver International Film Festival,2015,Maysles Brothers Award,Nominated,en
Neal Broffman,Rhode Island International Film Festival,2015,Grand Prize,Won,en
Adam Roffman,Knoxville Film and Music Festival,2015,Jury Prize,Won,en
Adam Roffman,SXSW Film Festival,2015,SXSW Grand Jury Award,Nominated,en
Alba Sotorra,Karlovy Vary International Film Festival,2015,Best Documentary,Nominated,es
Carolina Astudillo Muรฑoz,Mรกlaga Spanish Film Festival,2015,Silver Biznaga,Won,ca
Kathrine Ravn Kruse,Robert Festival,2015,Robert,Won,en
Nicole Nielsen Horanyi,Chicago International Film Festival,2015,Gold Hugo,Nominated,en
Nicole Nielsen Horanyi,CPH:DOX,2015,F:ACT Award,Nominated,en
Nicole Nielsen Horanyi,DOC NYC,2015,Viewfinders Grand Jury Prize,Won,en
Nicole Nielsen Horanyi,Robert Festival,2015,Robert,Nominated,en
Tracy Droz Tragos,DocAviv Film Festival,2015,Best International Film,Nominated,en
Evan Mathew Weinstein,Fort Myers Film Festival,2015,Jury Prize,Won,en
Evan Mathew Weinstein,Manhattan Film Festival,2015,MFF Award,Won,en
Evan Mathew Weinstein,SoHo International Film Festival,2015,Grand Jury Award,Nominated,en
Diastรจme,Hamptons International Film Festival,2015,Golden Starfish Award,Nominated,fr
Diastรจme,Toronto International Film Festival,2015,Platform Prize,Nominated,fr
Monika Pawluczuk,Hot Springs Documentary Film Festival,2015,Spa City Best Documentary Short Award,Won,pl
Monika Pawluczuk,Jihlava International Documentary Film Festival,2015,Silver Eye Award,Nominated,pl
Charlie Tyrell,American Short Film Awards,2015,Jury Award,Won,en
Charlie Tyrell,Arizona International Film Festival,2015,Festival Prize,Won,en
Charlie Tyrell,"Athens International Film and Video Festival, Ohio, USA",2015,Documentary Film Award,Nominated,en
Charlie Tyrell,Brooklyn Film Festival,2015,Festival Award,Nominated,en
Charlie Tyrell,DOXA Documentary Film Festival,2015,Short Documentary Award,2nd place,en
Charlie Tyrell,Long Island International Film Expo,2015,Jury Award,Nominated,en
Charlie Tyrell,Nantucket Film Festival,2015,Audience Award,Nominated,en
Charlie Tyrell,Nashville Film Festival,2015,Best Documentary Short,Nominated,en
Charlie Tyrell,Palm Beach International Film Festival,2015,Best Short Film,Won,en
Charlie Tyrell,Palm Springs International ShortFest,2015,Jury Award,Nominated,en
Charlie Tyrell,SXSW Film Festival,2015,SXSW Grand Jury Award,Nominated,en
Charlie Tyrell,Traverse City Film Festival,2015,Short Film Award,Nominated,en
Faruk Hacihafizoglu,Berlin International Film Festival,2015,Crystal Bear,Nominated,tr
Faruk Hacihafizoglu,Istanbul International Film Festival,2015,Golden Tulip,Nominated,tr
Faruk Hacihafizoglu,MUFF Malatya International Film Festival,2015,Crystal Apricot Award,Won,tr
Faruk Hacihafizoglu,Nuremberg International Human Rights Film Festival,2015,Open Eyes Jury Award,Nominated,tr
Faruk Hacihafizoglu,Singapore International Film Festival,2015,Silver Screen Award,Nominated,tr
Faruk Hacihafizoglu,Stockholm Film Festival Junior,2015,Bronze Horse,Nominated,tr
Hakim Khalfani,Martha's Vineyard African American Film Festival,2015,HBO Competition Award,Won,en
Hakim Khalfani,Martha's Vineyard African American Film Festival,2015,HBO Competition Award,Nominated,en
Justin Armao,First Glance Film Festival,2015,Jury Award,Won,en
Heath Cozens,Austin Fantastic Fest,2015,Best Director,Won,en
Colin Offland,Phoenix Film Festival,2015,Copper Wing Award,Won,en
Daishi Matsunaga,Jeonju Film Festival,2015,Grand Prize,Nominated,ja
Natalie Johns,Primetime Emmy Awards,2015,Primetime Emmy,Nominated,en
Natalie Johns,Los Angeles Film Festival,2015,Audience Award,Won,en
Baris Atay,Istanbul International Film Festival,2015,Golden Tulip,Nominated,tr
Josรฉ Luis Montesinos,European Film Awards,2015,European Film Award,Nominated,en
Josรฉ Luis Montesinos,Gaudรญ Awards,2015,Gaudรญ Award,Won,en
Phillip Baribeau,Hot Docs Canadian International Documentary Festival,2015,Audience Award,Won,en
Amparo Mejรญas,Munich International Documentary Festival (DOK.fest),2015,Documentary Talent Award,Nominated,es
Bob Yari,Key West Film Festival,2015,Jury Prize,Won,en
Mehdi Ganji,Munich International Documentary Festival (DOK.fest),2015,Viktor Award,Nominated,en
Anna Axster,Los Angeles Film Festival,2015,US Fiction Award,Nominated,en
Ane Hjort Guttu,CPH:DOX,2015,Nordic Dox Award - Honorable Mention,Won,en
Ane Hjort Guttu,CPH:DOX,2015,Nordic Dox Award,Nominated,en
Ane Hjort Guttu,Rotterdam International Film Festival,2015,Tiger Award for Short Film,Nominated,en
Lilibet Foster,Los Angeles Film Festival,2015,Audience Award,Won,en
Lilibet Foster,Los Angeles Film Festival,2015,Documentary Award,Nominated,en
Shalini Kantayya,Los Angeles Film Festival,2015,Documentary Award,Nominated,en
ร…se Svenheim Drivenes,Los Angeles Film Festival,2015,Documentary Award,Nominated,en
Garrett Kennell,Charlotte Film Festival,2015,Festival Prize,Nominated,en
Garrett Kennell,Houston Comedy Film Festival,2015,Best Comedy Short Film,Nominated,en
Garrett Kennell,Los Angeles Independent Film Festival Awards,2015,LAIFF January Award,Won,en
Garrett Kennell,National Film Festival for Talented Youth (NFFTY),2015,Audience Award,Won,en
Daphne McWilliams,Los Angeles Film Festival,2015,Documentary Award,Nominated,en
Brian Perkins,Berlin International Film Festival,2015,Crystal Bear,Nominated,en
Brian Perkins,Berlin International Film Festival,2015,Best First Feature Award,Nominated,en
Pacho Velez,AFI Fest,2015,Grand Jury Prize,Nominated,en
Michiel Thomas,"FilmOut San Diego, US",2015,FilmOut Programming Award,Won,en
Michiel Thomas,"FilmOut San Diego, US",2015,FilmOut Audience Awards,Nominated,en
Bikas Ranjan Mishra,Los Angeles Indian Film Festival,2015,Grand Jury Prize,Won,en
Bob Castrone,Los Angeles Film Festival,2015,LA Muse Award,Nominated,en
Anke Ertner,Winter Film Awards,2015,Award of Excellence,Nominated,en
Luis Urquiza,"Ariel Awards, Mexico",2015,Silver Ariel,Won,es
Luis Urquiza,"Ariel Awards, Mexico",2015,Silver Ariel,Nominated,es
Luis Urquiza,Camerimage,2015,Jury Award,Won,es
Amber Fares,Adelaide Film Festival,2015,Flinders University Documentary Award,Won,ar
Amber Fares,Adelaide Film Festival,2015,Foxtel Movies International Award,Won,ar
Amber Fares,Hot Docs Canadian International Documentary Festival,2015,Audience Award,Nominated,ar
Suzanne Crocker,Hot Docs Canadian International Documentary Festival,2015,Audience Award,Nominated,en
Sadhu Kokila,South Indian International Movie Awards,2015,SIIMA - Kannada,Nominated,kn
